player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Pat O'Donnell,8826,P,CHI,1,1,1,4.33,43.0,43.0,,0,0,0,1,6,60.0,1,43,0,0,0.0,0,0,1,4.33,43,0,43
Michael Palardy,9277,P,MIA,1,4,4,4.04,47.25,52.25,10.0,0,0,2,0,17,64.4,2,63,0,0,50.0,20,2,4,16.16,189,0,209
Bradley Pinion,9598,P,TB,1,3,3,4.61,44.33,44.33,,0,0,0,2,30,61.7,0,46,1,0,0.0,0,0,3,13.82,133,0,133
Ty Long,9728,K,LAC,1,3,3,4.74,43.33,54.0,10.7,0,0,0,0,27,68.2,0,56,0,0,100.0,32,3,3,14.21,130,0,162
Jordan Berry,10236,P,MIN,1,6,6,4.11,37.5,45.33,11.8,0,0,0,1,18,61.9,2,57,1,0,66.7,47,4,6,24.66,225,0,272
Riley Dixon,10862,P,NYG,1,6,6,4.37,47.17,51.0,5.8,0,0,0,1,21,60.0,1,56,1,0,66.7,23,4,6,26.23,283,0,306
Lachlan Edwards,10869,P,CAR,1,2,2,4.22,40.5,42.5,4.0,0,0,0,1,5,60.2,2,50,0,0,50.0,4,1,2,8.43,81,0,85
Rigoberto Sanchez,12130,P,IND,1,2,2,4.4,39.0,39.0,,0,0,0,1,14,58.7,1,45,1,0,0.0,0,0,2,8.79,78,0,78
Matt Haack,12212,P,BUF,1,7,7,3.34,30.29,33.86,2.5,0,0,3,0,4,35.4,2,53,1,0,28.6,5,2,7,23.35,212,1,237
Cameron Johnston,12255,P,HST,1,5,5,3.88,38.0,42.6,5.8,0,0,0,1,13,62.6,4,50,0,0,80.0,23,4,5,19.41,190,0,213
Corey Bojorquez,27626,P,GB,1,1,1,3.19,35.0,35.0,,0,0,0,1,12,60.0,1,35,0,0,0.0,0,0,1,3.19,35,0,35
Tommy Townsend,33007,P,KC,1,2,2,4.39,30.5,50.5,,0,0,0,0,16,60.1,0,58,0,0,0.0,0,0,2,8.78,61,2,101
Joseph Charlton,33672,P,JAX,1,3,3,4.13,41.67,50.67,7.0,0,0,0,0,15,60.3,0,57,1,0,33.3,7,1,3,12.39,125,1,152
Jake Bailey,33963,P,NE,1,3,3,4.09,39.33,46.0,,0,0,0,1,19,63.3,2,47,1,0,0.0,0,0,3,12.27,118,1,138
Jack Fox,34735,P,DET,1,2,2,2.41,37.0,48.5,23.0,0,0,1,0,11,60.9,0,67,0,0,50.0,23,1,2,4.81,74,0,97
Michael Dickson,35381,P,SEA,1,2,2,4.32,39.0,39.0,,0,0,1,1,29,60.9,2,41,0,0,0.0,0,0,2,8.63,78,0,78
A.J. Cole III,36038,P,LV,1,4,4,3.98,44.25,45.25,2.0,0,0,0,2,23,58.6,2,54,0,0,50.0,4,2,4,15.92,177,0,181
Mitch Wishnowsky,44663,P,SF,1,2,2,4.7,22.5,42.5,20.0,0,0,0,0,28,60.2,0,43,0,0,100.0,40,2,2,9.4,45,0,85
Braden Mann,44664,P,NYJ,1,10,10,3.94,46.9,49.7,5.6,1,0,3,0,22,42.3,3,60,2,0,50.0,28,5,11,39.43,469,0,497
Blake Gillikin,45045,P,NO,1,2,2,4.4,44.0,50.0,12.0,0,0,0,0,20,60.6,1,52,1,0,50.0,12,1,2,8.8,88,0,100
Pressley Harvin III,62973,P,PIT,1,8,8,4.27,37.25,37.25,0.0,0,0,1,5,25,51.8,5,49,1,0,12.5,0,1,8,34.15,298,0,298
Arryn Siposs,82019,P,PHI,1,3,3,3.77,25.33,29.0,11.0,0,0,1,0,24,54.4,0,42,1,0,33.3,11,1,3,11.31,76,0,87
